review_text,rating,len_char,len_word,tokens_clean,clean_text
"I really enjoyed playing for almost two years. It's a great game. But the situation with Cyrene really disappointed me. The fact that you need her E2 or premium Castorice team to charge her ultimate faster is insane. And spending-event where you need to spend around 300$ to get her weapon skin... And it makes me sad because I love Cyrene, and the fact that devs treated her so badly and seeing how everyone suggests to skip her is just... I really wanted and expected Cyrene to be must-have.",1,493,89,"['really', 'enjoy', 'almost', 'two', 'year', 'great', 'game', 'situation', 'cyrene', 'really', 'disappointed', 'fact', 'need', 'eidolon_2', 'premium', 'castorice', 'team', 'charge', 'ultimate', 'faster', 'insane', 'spending', 'event', 'need', 'spend', 'around', '300', 'get', 'weapon', 'skin', 'make', 'sad', 'love', 'cyrene', 'fact', 'devs', 'treat', 'badly', 'see', 'everyone', 'suggest', 'skip', 'really', 'want', 'expect', 'cyrene', 'must']",really enjoy almost two year great game situation cyrene really disappointed fact need eidolon_2 premium castorice team charge ultimate faster insane spending event need spend around 300 get weapon skin make sad love cyrene fact devs treat badly see everyone suggest skip really want expect cyrene must
"Genuinely horrendous experience. Play the game for your favorite character, build them, watch them fade into obscurity and obsoletion less than 1 month later, replaced by a newer character. The greed of the developers of this game is so immense that HSR can barely even be called a game. Skippable story, dialogue, and battles, in order to optimise and incentivize spending. The absolute final nail in the coffin is Cyrene, unplayable before 6 copies, with a $300 skin that does nothing.",1,487,81,"['genuinely', 'horrendous', 'experience', 'game', 'favorite', 'character', 'build', 'watch', 'fade', 'obscurity', 'obsoletion', 'less', 'month', 'later', 'replace', 'new', 'character', 'greed', 'developer', 'game', 'immense', 'barely', 'even', 'call', 'game', 'skippable', 'story', 'dialogue', 'battle', 'order', 'optimise', 'incentivize', 'spending', 'absolute', 'final', 'nail', 'coffin', 'cyrene', 'unplayable', 'copy', '300', 'skin', 'nothing']",genuinely horrendous experience game favorite character build watch fade obscurity obsoletion less month later replace new character greed developer game immense barely even call game skippable story dialogue battle order optimise incentivize spending absolute final nail coffin cyrene unplayable copy 300 skin nothing
"this game just becomes more p2w instead of its original f2p, they just became genshin more and more everyday, also increasing enemies health to the point you need new character to even do damage to them but also need the eidolons for the new endgame",1,249,45,"['game', 'become', 'pay_to_win', 'instead', 'original', 'free_to_play', 'become', 'everyday', 'also', 'increase', 'enemy', 'health', 'point', 'need', 'new', 'character', 'even', 'damage', 'also', 'need', 'eidolons', 'new', 'endgame']",game become pay_to_win instead original free_to_play become everyday also increase enemy health point need new character even damage also need eidolons new endgame
"crazy amount of pwercreep, and the dev became to greedy with the 300$ skin",1,74,14,"['crazy', 'amount', 'pwercreep', 'dev', 'become', 'greedy', '300', 'skin']",crazy amount pwercreep dev become greedy 300 skin
Buff and fix cyrene☹️,1,21,4,"['buff', 'fix', 'cyrene']",buff fix cyrene
Forget Cyrene. buff Dan Heng! that's right! I'm here for Dan Heng! not the 3.7 Livestream debacle! he's just a slightly better aventurine!....oh wait that's good tho...okay imma change it to 3 stars cuz I love you. BUT STILL BUFF DAN HENG MOAR! (Belligerent Dan Heng Fan Noises),3,278,48,"['forget', 'cyrene', 'buff', 'dan', 'heng', 'right', 'dan', 'heng', 'not', 'livestream', 'debacle', 'slightly', 'well', 'aventurine', 'oh', 'wait', 'good', 'tho', 'okay', 'imma', 'change', 'star', 'cuz', 'love', 'still', 'buff', 'dan', 'heng', 'moar', 'belligerent', 'dan', 'heng', 'fan', 'noise']",forget cyrene buff dan heng right dan heng not livestream debacle slightly well aventurine oh wait good tho okay imma change star cuz love still buff dan heng moar belligerent dan heng fan noise
"A disgusting 3.7 livestream soured my opinion of this company and its game. Overcharging players for a barely-noticeable skin and falsely advertising Cyrene's E6 as E0 is blatant audience manipulation, and I cannot support that or urge others to.",1,246,39,"['disgust', 'livestream', 'sour', 'opinion', 'company', 'game', 'overcharge', 'barely', 'noticeable', 'skin', 'falsely', 'advertise', 'cyrene', 'eidolon_6', 'eidolon_0', 'blatant', 'audience', 'manipulation', 'not', 'support', 'urge', 'others']",disgust livestream sour opinion company game overcharge barely noticeable skin falsely advertise cyrene eidolon_6 eidolon_0 blatant audience manipulation not support urge others
cyrene? more like take my 250$ for e2 since she's unplayable at e0 am i right guys??,1,84,17,"['cyrene', 'like', 'take', '250', 'eidolon_2', 'since', 'unplayable', 'eidolon_0', 'right', 'guy']",cyrene like take 250 eidolon_2 since unplayable eidolon_0 right guy
greedy star rail with 3.7,1,25,5,['greedy'],greedy
powercrept getting bigger and more p2w 🫩,1,40,7,"['powercrept', 'get', 'big', 'pay_to_win']",powercrept get big pay_to_win
"Buff Cyrene, showcasing a E6 character in the livestream is straight up a scam",1,78,14,"['buff', 'cyrene', 'showcasing', 'eidolon_6', 'character', 'livestream', 'straight', 'scam']",buff cyrene showcasing eidolon_6 character livestream straight scam
"buff my Cyrene, please.",1,23,4,"['buff', 'cyrene', 'please']",buff cyrene please
this game is fun but i heard theres a lot of powercreeping. I love the events but i think the time limit of events should be shorten(in my opinion i can finsh an event in less than a week). Add more 4 stars so that characters can be obtained( there are no 4 stars in amphoreus..) The graphics are amazing and character designs are excellent. I felt like quests should be shorter and lesser dialogue. I alsp love how generous this game is,4,437,83,"['game', 'fun', 'heard', 'theres', 'lot', 'powercreep', 'love', 'event', 'think', 'limit', 'event', 'shorten', 'opinion', 'finsh', 'event', 'less', 'week', 'add', 'star', 'character', 'obtain', 'no', 'star', 'amphoreus', 'graphic', 'amazing', 'character', 'design', 'excellent', 'felt', 'like', 'quest', 'shorter', 'less', 'dialogue', 'alsp', 'love', 'generous', 'game']",game fun heard theres lot powercreep love event think limit event shorten opinion finsh event less week add star character obtain no star amphoreus graphic amazing character design excellent felt like quest shorter less dialogue alsp love generous game
Worst game for F2P,1,18,4,"['bad', 'game', 'free_to_play']",bad game free_to_play
"congratulations, you have fallen off just like genshit and menless zone zero",1,76,12,"['congratulation', 'fall', 'like', 'genshit', 'menless', 'zone', 'zero']",congratulation fall like genshit menless zone zero
This game make me ill. They literally got Hi3 treatment,1,55,10,"['game', 'make', 'ill', 'literally', 'get', 'hi3', 'treatment']",game make ill literally get hi3 treatment
this is a easy game,5,19,5,"['easy', 'game']",easy game
I think this game is the most generous of hoyoverse titles. feel that is still on the right track and the best in term of comparing all of the turn based rpg games.,5,164,33,"['think', 'game', 'generous', 'title', 'feel', 'still', 'right', 'track', 'best', 'term', 'compare', 'turn', 'base', 'rpg']",think game generous title feel still right track best term compare turn base rpg
Milking Cyrene that obviously is crazy 💀💀,1,41,7,"['milk', 'cyrene', 'obviously', 'crazy']",milk cyrene obviously crazy
"please just make the game playable so I can enjoy the pretty soundtrack and graphics, lol",1,89,16,"['please', 'make', 'game', 'playable', 'enjoy', 'pretty', 'soundtrack', 'graphic', 'lol']",please make game playable enjoy pretty soundtrack graphic lol
the powercreep is crazy,3,23,4,"['powercreep', 'crazy']",powercreep crazy
"The game used to be fun, but the powercreep has grown out of control if you aren't willing to spend lots of money to gamble on the gacha. On top of that, having the gall to release a $300+ paid weapon skin is absurd. Uninstalling, and won't be coming back. Don't waste your time, you have better options.",1,304,58,"['game', 'use', 'fun', 'powercreep', 'grown', 'control', 'willing', 'spend', 'lot', 'money', 'gamble', 'gacha', 'top', 'gall', 'release', '300', 'pay', 'weapon', 'skin', 'absurd', 'uninstalling', 'not', 'come', 'back', 'not', 'waste', 'well', 'option']",game use fun powercreep grown control willing spend lot money gamble gacha top gall release 300 pay weapon skin absurd uninstalling not come back not waste well option
"MAKE CYRENE BETTER FOR F2P, CYRENE IS P2W = TRASH",1,49,10,"['make', 'cyrene', 'well', 'free_to_play', 'cyrene', 'pay_to_win', 'trash']",make cyrene well free_to_play cyrene pay_to_win trash
"I normally don't care about playerbase drama since I just play the game using the characters I like and that's it... but between the nitro-boosted powercreep and the horrid artifact sets with useless stats that plague my inventory, it's gone beyond ridiculous. Such that even a casual auto-battler like me is noticing. Cyrene is the beginning of the end, if not properly addressed. It might be time to cut my losses and leave the game.",2,435,75,"['normally', 'not', 'care', 'playerbase', 'drama', 'since', 'game', 'use', 'character', 'like', 'nitro', 'boost', 'powercreep', 'horrid', 'artifact', 'set', 'useless', 'stats', 'plague', 'inventory', 'go', 'beyond', 'ridiculous', 'even', 'casual', 'auto', 'battler', 'like', 'notice', 'cyrene', 'begin', 'end', 'not', 'properly', 'address', 'might', 'cut', 'loss', 'leave', 'game']",normally not care playerbase drama since game use character like nitro boost powercreep horrid artifact set useless stats plague inventory go beyond ridiculous even casual auto battler like notice cyrene begin end not properly address might cut loss leave game
it's going downhill,1,19,3,"['go', 'downhill']",go downhill
Bad Game very p2w just delete the game now,1,42,9,"['bad', 'game', 'pay_to_win', 'delete', 'game']",bad game pay_to_win delete game
I love your game. maybe your next game could be a battle Royale in a retro video game. and play story mode or online mode and can I please see more march 7th in more of your games please. :),5,190,40,"['love', 'game', 'maybe', 'next', 'game', 'could', 'battle', 'royale', 'retro', 'video', 'game', 'story', 'mode', 'online', 'mode', 'please', 'see', 'march', '7th', 'please']",love game maybe next game could battle royale retro video game story mode online mode please see march 7th please
best turn base game,5,19,4,"['best', 'turn', 'base', 'game']",best turn base game
"Buffs cyrene plsss. Her ultimate regeneration. I expected a lot from her. I'm guarantee to her E2 but ig I'm gonna go for tribbie E2 since she's heavily focus on chrysos heir. she's bad, outside chrysos heir. everyone said that she's good in e0 ? lol read her kit plsss you can't gain stacks in e0 without amphoreus characters, there's free 6 stacks if you use 3 chrysos heir which is bad. If you compare her to elysia in hi3 there's a big difference. She can't be compared to elysia. sorry not sorry",1,500,93,"['buff', 'cyrene', 'plsss', 'ultimate', 'regeneration', 'expect', 'lot', 'guarantee', 'eidolon_2', 'ig', 'gon', 'na', 'go', 'tribbie', 'eidolon_2', 'since', 'heavily', 'focus', 'chrysos', 'heir', 'bad', 'outside', 'chrysos', 'heir', 'everyone', 'say', 'good', 'eidolon_0', 'lol', 'read', 'kit', 'plsss', 'not', 'gain', 'stack', 'eidolon_0', 'without', 'amphoreus', 'character', 'free', 'stack', 'use', 'chrysos', 'heir', 'bad', 'compare', 'elysia', 'hi3', 'big', 'difference', 'not', 'compare', 'elysia', 'sorry', 'not', 'sorry']",buff cyrene plsss ultimate regeneration expect lot guarantee eidolon_2 ig gon na go tribbie eidolon_2 since heavily focus chrysos heir bad outside chrysos heir everyone say good eidolon_0 lol read kit plsss not gain stack eidolon_0 without amphoreus character free stack use chrysos heir bad compare elysia hi3 big difference not compare elysia sorry not sorry
"I used to play HSR, but I quit at the end of Penacony. Honestly, the game just got too much for me. You gotta play more 8 yapping for story quest and 2 min cut-scene Every patch they powercreep everything, making old characters useless. Without pulling new units, you can’t even clear new content. They sell $300 skins that don’t even have any visual effect And the storytelling… it just got really bad. Kafka was literally the only reason I kept playing before I finally quit.",1,477,86,"['use', 'quit', 'end', 'penacony', 'honestly', 'game', 'get', 'much', 'get', 'ta', 'yap', 'story', 'quest', 'min', 'cut', 'scene', 'every', 'patch', 'powercreep', 'everything', 'make', 'old', 'character', 'useless', 'without', 'pull', 'new', 'unit', 'even', 'clear', 'new', 'sell', '300', 'skin', 'even', 'visual', 'effect', 'storytelling', 'get', 'really', 'bad', 'kafka', 'literally', 'reason', 'keep', 'finally', 'quit']",use quit end penacony honestly game get much get ta yap story quest min cut scene every patch powercreep everything make old character useless without pull new unit even clear new sell 300 skin even visual effect storytelling get really bad kafka literally reason keep finally quit
Yall have gotten too greedy,3,27,5,"['yall', 'gotten', 'greedy']",yall gotten greedy
"Hey guys, I just wanna say thank you for the good stories, lore, music and free stuff you've been giving us. I just wanna address about the upcoming update, first, Cyrene is a good buff but ONLY in her E6 or whatever the live said, second, we need to pay 300 DOLLARS, for a skin on her weapon and for new animations, and lastly. BANNERS. Yes banners, 7 BANNERS IN ONE VERSION PLUS IT'S ALL THE GOOD DPS AND SUPPORT. How about us F2p players? 🤧 Hopefully we get a lot of events to farm enough. Ty.",2,496,97,"['hey', 'guy', 'wan', 'na', 'say', 'thank', 'good', 'story', 'lore', 'music', 'free', 'stuff', 'give', 'u', 'wan', 'na', 'address', 'upcoming', 'update', 'first', 'cyrene', 'good', 'buff', 'eidolon_6', 'whatever', 'live', 'say', 'second', 'need', 'pay', '300', 'dollar', 'skin', 'weapon', 'new', 'animation', 'lastly', 'banner', 'yes', 'banner', 'banner', 'one', 'version', 'plus', 'good', 'dp', 'support', 'u', 'free_to_play', 'hopefully', 'get', 'lot', 'event', 'farm', 'enough', 'ty']",hey guy wan na say thank good story lore music free stuff give u wan na address upcoming update first cyrene good buff eidolon_6 whatever live say second need pay 300 dollar skin weapon new animation lastly banner yes banner banner one version plus good dp support u free_to_play hopefully get lot event farm enough ty
"I used to love playing this game it's one of my favorites, but i can't anymore. The game keeps crashing. i hope that the game will come out to xbox, and then i can play it like i play genshin and zzz( with no lag or crashing and with high graphics) i hope the game finds a way to fix the problem but don't get me wrong, the game and storytelling, exploration, and so on are amazing. i would recommend it.",5,404,81,"['use', 'love', 'game', 'one', 'favorites', 'not', 'anymore', 'game', 'keep', 'crash', 'hope', 'game', 'come', 'xbox', 'like', 'zzz', 'no', 'lag', 'crash', 'high', 'graphic', 'hope', 'game', 'find', 'way', 'fix', 'problem', 'not', 'get', 'wrong', 'game', 'storytelling', 'exploration', 'amaze', 'would', 'recommend']",use love game one favorites not anymore game keep crash hope game come xbox like zzz no lag crash high graphic hope game find way fix problem not get wrong game storytelling exploration amaze would recommend
"The level of greed displayed by this game has gotten so out of control that it somehow is its own form of power creep. I played since release, going a far as to play it on my Linux machine, and it was fun back then. However, ever since Super Break was introduced, it really threw the balance off this game that never truly recovered from and has only gotten worse. Now, they've been caught deceiving players with showcases with e5 to e6 characters.",2,448,83,"['level', 'greed', 'displayed', 'game', 'get', 'control', 'somehow', 'form', 'power', 'creep', 'since', 'release', 'go', 'far', 'linux', 'machine', 'fun', 'back', 'however', 'ever', 'since', 'super', 'break', 'introduce', 'really', 'threw', 'balance', 'game', 'never', 'truly', 'recovered', 'gotten', 'bad', 'caught', 'deceive', 'showcase', 'eidolon_5', 'eidolon_6', 'character']",level greed displayed game get control somehow form power creep since release go far linux machine fun back however ever since super break introduce really threw balance game never truly recovered gotten bad caught deceive showcase eidolon_5 eidolon_6 character
"FIX CYRENE HOW GREEDY ARE YOU PEOPLE FIRST GENSHIN NOW THIS IF YOU THINK WE WILL BUY EVERYTHING YOU OFFER YOU ARE DELUSIONAL HOYOVERSE REMINDS ME OF THE UK GOVERMENT FOLLOWING IT'S OWN AGENDA AND IGNORING THE PEOPLE'S WISHES LIKE IF YOU TRULY BELIEVE THIS IS WHAT THE PEOPLE WANT IT'S NOT I WILL KEEP PLAYING FOR THE STORY BUT I WILL NOT SPEND MONEY ON THIS GAME OR GENSHIN ONCE ARKNIGHTS ENDFIELD, NTE AND ANANTA RELEASE I WILL ERASE GENSHIN AND STAR RAIL AND MAYBE ZZZ IF YOU PULL THIS STUNT AGAIN.",1,500,93,"['fix', 'cyrene', 'greedy', 'people', 'first', 'think', 'buy', 'everything', 'offer', 'delusional', 'reminds', 'uk', 'goverment', 'follow', 'agenda', 'ignore', 'people', 'wish', 'like', 'truly', 'believe', 'people', 'want', 'not', 'keep', 'story', 'not', 'spend', 'money', 'game', 'arknights', 'endfield', 'nte', 'ananta', 'release', 'erase', 'maybe', 'zzz', 'pull', 'stunt']",fix cyrene greedy people first think buy everything offer delusional reminds uk goverment follow agenda ignore people wish like truly believe people want not keep story not spend money game arknights endfield nte ananta release erase maybe zzz pull stunt
"-1 stat for Cyrene kit, actually made me take a break from the game with how disappointed I was But the game overall is pretty good, I'll probably return when I get hyped for a new character",4,190,37,"['stat', 'cyrene', 'kit', 'actually', 'make', 'take', 'break', 'game', 'disappointed', 'game', 'overall', 'pretty', 'good', 'probably', 'return', 'get', 'hyped', 'new', 'character']",stat cyrene kit actually make take break game disappointed game overall pretty good probably return get hyped new character
"the game is amazing, I love the gameplay and especially the story omg it's a work of art. Miss acheron (Raiden Bosenmori Mei) is one of their beta made characters in the game I love her. And the skip bottoms are peak so I don't have to sit through those dumb blue quests.",5,271,53,"['game', 'amaze', 'love', 'gameplay', 'especially', 'story', 'omg', 'work', 'art', 'miss', 'acheron', 'raiden', 'bosenmori', 'mei', 'one', 'beta', 'make', 'character', 'game', 'love', 'skip', 'bottom', 'peak', 'not', 'sit', 'dumb', 'blue', 'quest']",game amaze love gameplay especially story omg work art miss acheron raiden bosenmori mei one beta make character game love skip bottom peak not sit dumb blue quest
cyrene buff please.,1,19,3,"['cyrene', 'buff', 'please']",cyrene buff please
"Sadly, I thought the meta problems, hp-inflation problems and stricter pulls will be enough of the problem I had face since 3.0 released. However, the Cyrene situation had me conered up and $300 just for a bow skin is just absolute greed. It's kind of crazy that we need to pull meta characters nowdays to complete the endgames. No skill requires but just lucks, meta character's kit and money. Unfortunately, my gratitude towards the main story has been hindered by those corcerning problem..",1,493,83,"['sadly', 'think', 'meta', 'problem', 'health', 'inflation', 'problem', 'stricter', 'pull', 'enough', 'problem', 'face', 'since', 'release', 'however', 'cyrene', 'situation', 'conered', '300', 'bow', 'skin', 'absolute', 'greed', 'kind', 'crazy', 'need', 'pull', 'meta', 'character', 'nowdays', 'complete', 'endgames', 'no', 'skill', 'require', 'lucks', 'meta', 'character', 'kit', 'money', 'unfortunately', 'gratitude', 'towards', 'main', 'story', 'hinder', 'corcerning', 'problem']",sadly think meta problem health inflation problem stricter pull enough problem face since release however cyrene situation conered 300 bow skin absolute greed kind crazy need pull meta character nowdays complete endgames no skill require lucks meta character kit money unfortunately gratitude towards main story hinder corcerning problem
"What in the world was that Livestream, Hoyo? E6 showcase as an advertisement? Are you that scared that your character's horrible?",1,129,21,"['world', 'livestream', 'eidolon_6', 'showcase', 'advertisement', 'scar', 'character', 'horrible']",world livestream eidolon_6 showcase advertisement scar character horrible
"Edit: buff cyrene. Asking 250 dollars for an alternate animation is absurd. THIS IS A CASINO. Imagine saving up ingame currency for two months, having to roll the slot machine 75 times, then losing a coin flip and missing the character you wanted. This system is a travesty of game design. The music is amazing and the story is good, but will forever be hamstrung by the nightmare gambling.",1,390,69,"['edit', 'buff', 'cyrene', 'ask', '250', 'dollar', 'alternate', 'animation', 'absurd', 'casino', 'imagine', 'save', 'ingame', 'currency', 'two', 'month', 'roll', 'slot', 'machine', '75', 'time', 'lose', 'coin', 'flip', 'miss', 'character', 'want', 'system', 'travesty', 'game', 'design', 'music', 'amazing', 'story', 'good', 'forever', 'hamstrung', 'nightmare', 'gamble']",edit buff cyrene ask 250 dollar alternate animation absurd casino imagine save ingame currency two month roll slot machine 75 time lose coin flip miss character want system travesty game design music amazing story good forever hamstrung nightmare gamble
Fix Cyrene's kit or we will not be pulling,1,42,9,"['fix', 'cyrene', 'kit', 'not', 'pull']",fix cyrene kit not pull
"I will be honest, I played this game since it come up, the game good at the beginning, but lately they became so greedy, I should have know because I played other hoyo game. My honest opinion hoyo dont know how to make game, beside the pretty design characters and music, they basically so dumb in making game. This come from me playing their 3 games lol. The new boss they put in hsr is basically as trash as the one who create them lmao, haha.",1,445,86,"['honest', 'game', 'since', 'come', 'game', 'good', 'begin', 'lately', 'become', 'greedy', 'know', 'game', 'honest', 'opinion', 'not', 'know', 'make', 'game', 'beside', 'pretty', 'design', 'character', 'music', 'basically', 'dumb', 'make', 'game', 'come', 'lol', 'new', 'bos', 'put', 'basically', 'trash', 'one', 'create', 'lmao', 'haha']",honest game since come game good begin lately become greedy know game honest opinion not know make game beside pretty design character music basically dumb make game come lol new bos put basically trash one create lmao haha
#JusticeForCyrene. fix Cyrene buff her,1,38,5,"['justiceforcyrene', 'fix', 'cyrene', 'buff']",justiceforcyrene fix cyrene buff
"False advertisement. In the special program for the next version after 3.6, instead of using a character during normal gameplay, where everyone can actually afford the character, they use a character in it's most premium state. It's not that hard to just say the character is unusable. Or are you afraid you can't fill your poor little pockets that already have billions?",1,371,62,"['false', 'advertisement', 'special', 'program', 'next', 'version', 'instead', 'use', 'character', 'normal', 'gameplay', 'everyone', 'actually', 'afford', 'character', 'use', 'character', 'premium', 'state', 'not', 'hard', 'say', 'character', 'unusable', 'afraid', 'not', 'fill', 'poor', 'little', 'pocket', 'already', 'billion']",false advertisement special program next version instead use character normal gameplay everyone actually afford character use character premium state not hard say character unusable afraid not fill poor little pocket already billion
It's greedy for a billion company to make a major lore character (Cyrene) be the worst support gameplay wise. Forcing players to pull for copies of said character to fix the problem with charging her ultimate is the worst. I would never imagine a hyped character to be disappointing and be locked behind Eilodons (copies of character) FIX CYRENE,1,345,59,"['greedy', 'billion', 'company', 'make', 'major', 'lore', 'character', 'cyrene', 'bad', 'support', 'gameplay', 'wise', 'force', 'pull', 'copy', 'say', 'character', 'fix', 'problem', 'charge', 'ultimate', 'worst', 'would', 'never', 'imagine', 'hyped', 'character', 'disappointing', 'lock', 'behind', 'eilodons', 'copy', 'character', 'fix', 'cyrene']",greedy billion company make major lore character cyrene bad support gameplay wise force pull copy say character fix problem charge ultimate worst would never imagine hyped character disappointing lock behind eilodons copy character fix cyrene
"do it better what you did in version 3.x and more specific 3.7 is ridiculous, butchered a character and showcase only full max",1,126,23,"['good', 'version', 'specific', 'ridiculous', 'butcher', 'character', 'showcase', 'full', 'max']",good version specific ridiculous butcher character showcase full max
"powercreep hits hard, not recommended for new players. It will be a waste of time in the end of the day",1,103,21,"['powercreep', 'hit', 'hard', 'not', 'recommended', 'new', 'waste', 'end', 'day']",powercreep hit hard not recommended new waste end day
"Gameplay is honestly great along with storyline. However, due to INSANE powercreep adding on with the ignorance of testsrs feedbacks and suggestions regarding upcoming character Cyrene, and only making a grammar change her v5, it is utterly dissapointing how she is purposefully locked behind paywalls such as her E2 just to make her usable. We hope that community suggestions can be taken more sincerely rather than mere words.",2,428,68,"['gameplay', 'honestly', 'great', 'along', 'storyline', 'however', 'due', 'insane', 'powercreep', 'add', 'ignorance', 'testsrs', 'feedback', 'suggestion', 'regard', 'upcoming', 'character', 'cyrene', 'make', 'grammar', 'change', 'v5', 'utterly', 'dissapointing', 'purposefully', 'lock', 'behind', 'paywalls', 'eidolon_2', 'make', 'usable', 'hope', 'community', 'suggestion', 'take', 'sincerely', 'rather', 'mere', 'word']",gameplay honestly great along storyline however due insane powercreep add ignorance testsrs feedback suggestion regard upcoming character cyrene make grammar change v5 utterly dissapointing purposefully lock behind paywalls eidolon_2 make usable hope community suggestion take sincerely rather mere word
fix cyrene already,1,18,3,"['fix', 'cyrene', 'already']",fix cyrene already
cyrene sucks,1,12,2,"['cyrene', 'suck']",cyrene suck
horrible kit of Cyrene,1,22,4,"['horrible', 'kit', 'cyrene']",horrible kit cyrene
"1 star til they remove global passive, HSR has had alot of problems since 2.0 and none of it have been addressed. The global passive is the last straw and I hope more people see why its a bad thing for a gacha game",1,214,44,"['til', 'remove', 'global', 'passive', 'alot', 'problem', 'since', 'none', 'address', 'global', 'passive', 'last', 'straw', 'hope', 'people', 'see', 'bad', 'thing', 'gacha', 'game']",til remove global passive alot problem since none address global passive last straw hope people see bad thing gacha game
CHANGE THE CYRENE ULT UPTIME,1,28,5,"['change', 'cyrene', 'ult', 'uptime']",change cyrene ult uptime
Cyrene kit is horrible,1,22,4,"['cyrene', 'kit', 'horrible']",cyrene kit horrible
"changing my opinion on this game. They nerfed Cyrene's kit too much. at E0, she is so mid. In the 3.7 livestream, they even have the guts to showcase Cyrene with her Eidolons. first showcase Cyrene E0. lot's of people have same Comments as me. Hsr destroyed Cyrene at the very first beta.",1,288,53,"['change', 'opinion', 'game', 'nerfed', 'cyrene', 'kit', 'much', 'eidolon_0', 'mid', 'livestream', 'even', 'gut', 'showcase', 'cyrene', 'eidolons', 'first', 'showcase', 'cyrene', 'eidolon_0', 'lot', 'people', 'comment', 'destroy', 'cyrene', 'first', 'beta']",change opinion game nerfed cyrene kit much eidolon_0 mid livestream even gut showcase cyrene eidolons first showcase cyrene eidolon_0 lot people comment destroy cyrene first beta
people who complained about passive global or end game content is BAD . First thing game have code and giveaway free draw every patch Second there many contents grind crystal weekly Third end game content is for CHALLENGE player Fourth character no need required 4* can end too ( my friend did it not me ) Fifth if struggling just decrease world levels bruh.,5,358,64,"['people', 'complain', 'passive', 'global', 'end', 'game', 'bad', 'first', 'thing', 'game', 'code', 'giveaway', 'free', 'draw', 'every', 'patch', 'second', 'many', 'content', 'grind', 'crystal', 'weekly', 'third', 'end', 'game', 'challenge', 'fourth', 'character', 'no', 'need', 'require', 'end', 'friend', 'not', 'fifth', 'struggle', 'decrease', 'world', 'level', 'bruh']",people complain passive global end game bad first thing game code giveaway free draw every patch second many content grind crystal weekly third end game challenge fourth character no need require end friend not fifth struggle decrease world level bruh
bored 😕,2,7,2,['bore'],bore
"Cyrene. Do I need to say more? I am a casual player and I used to spend at least a thousand dollars on this game but after seeing what they did to Cyrene I come to realise hsr has been getting too greedy and from now on I've decided, I'm not going to spend even a single dime on this game anymore. Good luck to hoyo trying to get those Cyrene sales, genius.",1,357,73,"['cyrene', 'need', 'say', 'casual', 'use', 'spend', 'least', 'thousand', 'dollar', 'game', 'see', 'cyrene', 'come', 'realise', 'get', 'greedy', 'decide', 'not', 'go', 'spend', 'even', 'single', 'dime', 'game', 'anymore', 'good', 'luck', 'try', 'get', 'cyrene', 'sale', 'genius']",cyrene need say casual use spend least thousand dollar game see cyrene come realise get greedy decide not go spend even single dime game anymore good luck try get cyrene sale genius
"the hp inflation is real every update, and they will force you to pull for the latest character, i love this game for a while but you'll realize that this game only wants your money nothing more, and the latest character cyrene is a money grab. well i already uninstalled so this is just a warning to those want to play this game. its just good for eyes but bad for mental health.",1,380,73,"['health', 'inflation', 'real', 'every', 'update', 'force', 'pull', 'late', 'character', 'love', 'game', 'realize', 'game', 'want', 'money', 'nothing', 'late', 'character', 'cyrene', 'money', 'grab', 'well', 'already', 'uninstalled', 'warning', 'want', 'game', 'good', 'eye', 'bad', 'mental', 'health']",health inflation real every update force pull late character love game realize game want money nothing late character cyrene money grab well already uninstalled warning want game good eye bad mental health
Enjoy having the characters you care about be worthless in 3 patches,1,68,12,"['enjoy', 'character', 'care', 'worthless', 'patch']",enjoy character care worthless patch
"i love this game sooo muchh, the cutscenes are soo good, and smooth, and I like the lore, and the part that I love most was, the free five stars, like in Just 3.x we get like a choice, Ruan mei or loucha, and the free five star selector because of the anniversary, and Dan heng sp and Archer, like damnn, thank you hoyo!!, and the most easiest to get jades, and like in just two hours you get like 14 to 17 or something pulls, and the characters lore and design are fire, overall this game is soo fun",5,500,100,"['love', 'game', 'sooo', 'muchh', 'cutscenes', 'soo', 'good', 'smooth', 'like', 'lore', 'part', 'love', 'free', 'five', 'star', 'like', 'get', 'like', 'choice', 'ruan', 'mei', 'loucha', 'free', 'five', 'selector', 'anniversary', 'dan', 'heng', 'sp', 'archer', 'like', 'damnn', 'thank', 'easy', 'get', 'jade', 'like', 'two', 'hour', 'get', 'like', '14', '17', 'something', 'pull', 'character', 'lore', 'design', 'fire', 'overall', 'game', 'soo', 'fun']",love game sooo muchh cutscenes soo good smooth like lore part love free five star like get like choice ruan mei loucha free five selector anniversary dan heng sp archer like damnn thank easy get jade like two hour get like 14 17 something pull character lore design fire overall game soo fun
