review_text,rating,review_date
"MAKE CYRENE BETTER FOR F2P, CYRENE IS P2W = TRASH",1,2025-10-28 12:43:27
"I normally don't care about playerbase drama since I just play the game using the characters I like and that's it... but between the nitro-boosted powercreep and the horrid artifact sets with useless stats that plague my inventory, it's gone beyond ridiculous. Such that even a casual auto-battler like me is noticing. Cyrene is the beginning of the end, if not properly addressed. It might be time to cut my losses and leave the game.",2,2025-10-28 12:27:45
it's going downhill,1,2025-10-28 12:25:20
Bad Game very p2w just delete the game now,1,2025-10-28 11:22:03
I love your game. maybe your next game could be a battle Royale in a retro video game. and play story mode or online mode and can I please see more march 7th in more of your games please. :),5,2025-10-28 10:00:46
best turn base game,5,2025-10-28 09:34:09
"Buffs cyrene plsss. Her ultimate regeneration. I expected a lot from her. I'm guarantee to her E2 but ig I'm gonna go for tribbie E2 since she's heavily focus on chrysos heir. she's bad, outside chrysos heir. everyone said that she's good in e0 ? lol read her kit plsss you can't gain stacks in e0 without amphoreus characters, there's free 6 stacks if you use 3 chrysos heir which is bad. If you compare her to elysia in hi3 there's a big difference. She can't be compared to elysia. sorry not sorry",1,2025-10-28 07:48:50
"I used to play HSR, but I quit at the end of Penacony. Honestly, the game just got too much for me. You gotta play more 8 yapping for story quest and 2 min cut-scene Every patch they powercreep everything, making old characters useless. Without pulling new units, you can’t even clear new content. They sell $300 skins that don’t even have any visual effect And the storytelling… it just got really bad. Kafka was literally the only reason I kept playing before I finally quit.",1,2025-10-28 06:40:07
Yall have gotten too greedy,3,2025-10-28 06:23:28
"Hey guys, I just wanna say thank you for the good stories, lore, music and free stuff you've been giving us. I just wanna address about the upcoming update, first, Cyrene is a good buff but ONLY in her E6 or whatever the live said, second, we need to pay 300 DOLLARS, for a skin on her weapon and for new animations, and lastly. BANNERS. Yes banners, 7 BANNERS IN ONE VERSION PLUS IT'S ALL THE GOOD DPS AND SUPPORT. How about us F2p players? 🤧 Hopefully we get a lot of events to farm enough. Ty.",2,2025-10-28 04:23:00
"I used to love playing this game it's one of my favorites, but i can't anymore. The game keeps crashing. i hope that the game will come out to xbox, and then i can play it like i play genshin and zzz( with no lag or crashing and with high graphics) i hope the game finds a way to fix the problem but don't get me wrong, the game and storytelling, exploration, and so on are amazing. i would recommend it.",5,2025-10-28 04:07:41
"The level of greed displayed by this game has gotten so out of control that it somehow is its own form of power creep. I played since release, going a far as to play it on my Linux machine, and it was fun back then. However, ever since Super Break was introduced, it really threw the balance off this game that never truly recovered from and has only gotten worse. Now, they've been caught deceiving players with showcases with e5 to e6 characters.",2,2025-10-28 03:34:38
"FIX CYRENE HOW GREEDY ARE YOU PEOPLE FIRST GENSHIN NOW THIS IF YOU THINK WE WILL BUY EVERYTHING YOU OFFER YOU ARE DELUSIONAL HOYOVERSE REMINDS ME OF THE UK GOVERMENT FOLLOWING IT'S OWN AGENDA AND IGNORING THE PEOPLE'S WISHES LIKE IF YOU TRULY BELIEVE THIS IS WHAT THE PEOPLE WANT IT'S NOT I WILL KEEP PLAYING FOR THE STORY BUT I WILL NOT SPEND MONEY ON THIS GAME OR GENSHIN ONCE ARKNIGHTS ENDFIELD, NTE AND ANANTA RELEASE I WILL ERASE GENSHIN AND STAR RAIL AND MAYBE ZZZ IF YOU PULL THIS STUNT AGAIN.",1,2025-10-28 03:14:33
"-1 stat for Cyrene kit, actually made me take a break from the game with how disappointed I was But the game overall is pretty good, I'll probably return when I get hyped for a new character",4,2025-10-28 03:11:21
"the game is amazing, I love the gameplay and especially the story omg it's a work of art. Miss acheron (Raiden Bosenmori Mei) is one of their beta made characters in the game I love her. And the skip bottoms are peak so I don't have to sit through those dumb blue quests.",5,2025-10-28 02:22:00
cyrene buff please.,1,2025-10-28 02:19:12
"Sadly, I thought the meta problems, hp-inflation problems and stricter pulls will be enough of the problem I had face since 3.0 released. However, the Cyrene situation had me conered up and $300 just for a bow skin is just absolute greed. It's kind of crazy that we need to pull meta characters nowdays to complete the endgames. No skill requires but just lucks, meta character's kit and money. Unfortunately, my gratitude towards the main story has been hindered by those corcerning problem..",1,2025-10-27 23:28:10
"What in the world was that Livestream, Hoyo? E6 showcase as an advertisement? Are you that scared that your character's horrible?",1,2025-10-27 23:13:14
"Edit: buff cyrene. Asking 250 dollars for an alternate animation is absurd. THIS IS A CASINO. Imagine saving up ingame currency for two months, having to roll the slot machine 75 times, then losing a coin flip and missing the character you wanted. This system is a travesty of game design. The music is amazing and the story is good, but will forever be hamstrung by the nightmare gambling.",1,2025-10-27 22:51:05
Fix Cyrene's kit or we will not be pulling,1,2025-10-27 20:56:29
"I will be honest, I played this game since it come up, the game good at the beginning, but lately they became so greedy, I should have know because I played other hoyo game. My honest opinion hoyo dont know how to make game, beside the pretty design characters and music, they basically so dumb in making game. This come from me playing their 3 games lol. The new boss they put in hsr is basically as trash as the one who create them lmao, haha.",1,2025-10-27 20:48:46
#JusticeForCyrene. fix Cyrene buff her,1,2025-10-27 19:42:08
"False advertisement. In the special program for the next version after 3.6, instead of using a character during normal gameplay, where everyone can actually afford the character, they use a character in it's most premium state. It's not that hard to just say the character is unusable. Or are you afraid you can't fill your poor little pockets that already have billions?",1,2025-10-27 19:41:24
It's greedy for a billion company to make a major lore character (Cyrene) be the worst support gameplay wise. Forcing players to pull for copies of said character to fix the problem with charging her ultimate is the worst. I would never imagine a hyped character to be disappointing and be locked behind Eilodons (copies of character) FIX CYRENE,1,2025-10-27 19:40:47
"do it better what you did in version 3.x and more specific 3.7 is ridiculous, butchered a character and showcase only full max",1,2025-10-27 18:46:56
"powercreep hits hard, not recommended for new players. It will be a waste of time in the end of the day",1,2025-10-27 18:46:23
"Gameplay is honestly great along with storyline. However, due to INSANE powercreep adding on with the ignorance of testsrs feedbacks and suggestions regarding upcoming character Cyrene, and only making a grammar change her v5, it is utterly dissapointing how she is purposefully locked behind paywalls such as her E2 just to make her usable. We hope that community suggestions can be taken more sincerely rather than mere words.",2,2025-10-27 18:27:12
fix cyrene already,1,2025-10-27 17:50:42
cyrene sucks,1,2025-10-27 17:06:03
horrible kit of Cyrene,1,2025-10-27 16:59:25
"1 star til they remove global passive, HSR has had alot of problems since 2.0 and none of it have been addressed. The global passive is the last straw and I hope more people see why its a bad thing for a gacha game",1,2025-10-27 16:57:45
CHANGE THE CYRENE ULT UPTIME,1,2025-10-27 16:46:00
Cyrene kit is horrible,1,2025-10-27 16:12:17
"changing my opinion on this game. They nerfed Cyrene's kit too much. at E0, she is so mid. In the 3.7 livestream, they even have the guts to showcase Cyrene with her Eidolons. first showcase Cyrene E0. lot's of people have same Comments as me. Hsr destroyed Cyrene at the very first beta.",1,2025-10-27 15:32:58
people who complained about passive global or end game content is BAD . First thing game have code and giveaway free draw every patch Second there many contents grind crystal weekly Third end game content is for CHALLENGE player Fourth character no need required 4* can end too ( my friend did it not me ) Fifth if struggling just decrease world levels bruh.,5,2025-10-27 15:03:35
bored 😕,2,2025-10-27 15:00:42
"Cyrene. Do I need to say more? I am a casual player and I used to spend at least a thousand dollars on this game but after seeing what they did to Cyrene I come to realise hsr has been getting too greedy and from now on I've decided, I'm not going to spend even a single dime on this game anymore. Good luck to hoyo trying to get those Cyrene sales, genius.",1,2025-10-27 14:58:58
"the hp inflation is real every update, and they will force you to pull for the latest character, i love this game for a while but you'll realize that this game only wants your money nothing more, and the latest character cyrene is a money grab. well i already uninstalled so this is just a warning to those want to play this game. its just good for eyes but bad for mental health.",1,2025-10-27 14:58:08
Enjoy having the characters you care about be worthless in 3 patches,1,2025-10-27 14:27:56
"i love this game sooo muchh, the cutscenes are soo good, and smooth, and I like the lore, and the part that I love most was, the free five stars, like in Just 3.x we get like a choice, Ruan mei or loucha, and the free five star selector because of the anniversary, and Dan heng sp and Archer, like damnn, thank you hoyo!!, and the most easiest to get jades, and like in just two hours you get like 14 to 17 or something pulls, and the characters lore and design are fire, overall this game is soo fun",5,2025-10-27 14:27:41
"Hoyo can't help but shot themselves at the foot. Cyrene patch, with the mid ahh bow skin, terrible unit performance, on top of rerun all the meta relevant characters in one banner just for desperately showcase Cyrene banner have good sales number, probably the greediest patch since Castorice and the dumbest decision Hoyo made so far.",1,2025-10-27 14:09:07
"Just when I thought they had fixed their game, the ruin Cryene for no discernible reason. i don't even like the character that much, but they quite literally advertise her with e6, want you to spend three hundred dollars to get a bow skin that it's basically self insert waifu bait, and make her kit horrible, that's kind of hard to ignore.",1,2025-10-27 14:06:19
put this game on xbox please because i cant play on small phone screen,4,2025-10-27 13:40:12
cyrene world domination,1,2025-10-27 13:36:03
"Ookay. This used to be my most favourite gacha game. Well, not anymore. In 3.X, the developer's focus clearly shifted from a fine balance between quality and predatory gacha practices to straight-up greed. Events that require you to spend money to get the rewards, account-wide buffs locked behind premium gacha characters, stagnant story that has you stuck in one location for almost a year (even for events), and an insane amount of powercreep accompanied by a gamemode tailored to high spenders.",1,2025-10-27 12:33:14
This game loves powercreep so much that they powercrept themselves on how greedy they can be.,1,2025-10-27 12:15:15
cyrene's kit is actually just horrible. devs keep muting people who speak up and this is sad. not a single 4 star in a year btw.,1,2025-10-27 12:14:14
"I can no longer support this company, and yes, it's about Cyrene. given recent actions taken by Hoyo, it is clear just how predatory, greedy, and unwilling to listen to their community they are. After a character they have so heavily built up recieved immense criticism, their solution was to silence the community, make any ""fixes"" exclusively from her eidolons, and on top of that have the nerve to make anear $300 ""reward"" a lackluster skin. Shame on the HSR team, shame on Hoyo.",1,2025-10-27 12:01:48
The powercreep is insane,1,2025-10-27 11:36:58
"Been playing since day 1 & updating my rating from 5 down to 1 star. if i were just rating the story, this would have a higher rating for sure. but this is a game, & the game element part is disappointing, even as someone who enjoy turn-based combat games. locking crucial abilities behind eidolons & lightcone, & the insane powercreep that can easily render all the eidolons & lightcone you've pulled useless in almost no time.",1,2025-10-27 10:31:48
it's really fun nothing more to say 🙂,5,2025-10-27 10:21:46
greed took over please buff cyrene,1,2025-10-27 09:56:02
"Guys chillax, I know Honkai Star Rail has problems but doesnt every game have problems? I still like the game but the problem is alot of the characters look like characters from Honkai Impact 3rd",5,2025-10-27 09:13:31
the game itself and the concept I have no problem but the characters I do.... wdym everypatch has a power creep?? and please fix ur character kit especially cyrene she's not even released yet and she's super clunky a character should still feel complete at e0 s0 or s1,1,2025-10-27 09:06:10
"I've been playing this game almost everyday since launch. as of the most recent update, the release of Cyrene. I was VERY excited for this character as I loved her hi3 variant, but I've been very disappointed with what they've done this patch. They release a 300usd skin just for her WEAPON. It adds a very minimal change to her ult. Adding the trailblazer to it. It is an incredibly lazy skin ""change"" that anyone could do and could probably add more depth. There is more i could add, but word limit",1,2025-10-27 08:57:08
Just go play on a console or pc mobile is too hard and takes too much space (It runs really good tho for my S24 FE that is why it is 3 stars),3,2025-10-27 08:37:55
memory leak,3,2025-10-27 08:34:40
Fix cyerene,1,2025-10-27 07:15:13
A character shouldn't be enjoyable only for players who use a lot of money. Fix Cyrene or my review will stay the same!!!,1,2025-10-27 06:54:12
"This is about Cyrene. Making her gameplay kit trash & locking her potential behind E2 is already bad enough. What's worse, you used E5/6 Cyrene in the livestream thinking players wouldn't notice. About the weapon & ultimate skins or whatever, the price is ridiculous ($300 or less) for such small changes. I heard that her banner lasts the whole 3.7 patch. Seriously disappointed. You're not selling Cyrene BUT selling Elysia 2.0 through the nostalgia of HI3 players. You muted those vocal about it.",1,2025-10-27 06:52:07
"The game developer becomes greedy.. forcing players to spend much on a character that is not universal in the first place.. and also, release a weapon skin that is not even noticeable on a unit. They even muted other players expressing their thoughts.. Hopefully this will not be muted or deleted as well. This is so disappointing.",1,2025-10-27 06:33:24
"The direction this game is headed is so... not it. So many things have gone so wrong with the toxic community always being quick to defend it. Somehow, I'm not even shocked it has come to this.",1,2025-10-27 06:06:59
tbh I don't know why people are rating this app 1-3 stars. I loved this game sm yeah it takes up a lot of storage but it's rlly fun to play. I think the only thing wrong with it is that you can barely play it on phones now,4,2025-10-27 03:30:55
"Devs have stopped caring about the player base, huge HP inflation, power creeping every character every single patch and genuinely make characters worse by the second.. I really loved HSR but the devs seem hell-bent on alienating the player base with predatory pay to win gameplay, very disappointing.",1,2025-10-27 03:02:59
I love this game but lately it has become incredibly greedy prioritising profits over player's experience,1,2025-10-27 02:18:04
cyrene sucks,1,2025-10-27 01:56:09
I once remember the old... HSR... the diverse filled Meta unit... until... something came and well lets just says its ruining the game Powercreep is real... and people can't just pull Character for Fun.. because its cost them.. their entire account to fall behind... hate to see it and Cyrene? she isn't helping the situation.. but making it way worse,2,2025-10-27 01:44:06
Honestly combat in this game is the best it's like watching cinematics for each characters burst!!,5,2025-10-27 00:44:16
"Not even angry, just disappointed. The recent announcement, revelation and design of Cyrene and the new version comes off as being money grubbing. mixed with the lack of content, the hassle in getting chests in topsy turvy stages and the abysmal pull rates I personally experience, HSR is fast losing its plot and I'm genuinely sad to see this as I love the characters. Will be taking my money elsewhere.",2,2025-10-27 00:15:48
"I don't like how they went with cyrene's kit, and what do you mean we have to spend money just to get that bow skin!? then the events are so measly, back to back good banners with no breather in-between. ts is so a$$ bro ngl",1,2025-10-26 23:55:59
hoyo... remove or make miliastra wonderland f2p.... please...,1,2025-10-26 23:14:56
"I've been playing since 1.6 and I've grown to love the story and some of the characters, but that's about all I can say now. The events at the current moment are more pay-to-win, considering we have a $300 spending event on a weapon skin coming up. And frankly, we don't get enough pulls for how many five stars are coming out. I've found from the lack of events and lack of free pulls I've been getting increasingly more and more done with the game. We haven't gotten a new 4 star unit either.",2,2025-10-26 22:19:52
"I would give it a 5 star rating, but there is a problem holding me back from doing so. POWERCREEP. I recently came back to playing the game and my characters, who are all maxed out, are suddenly too weak to beat some of the new enemies. which only makes it a little less fun and more frustrating cuz I keep dying :/",3,2025-10-26 21:05:27
game crashes more often,1,2025-10-26 20:08:39
"Here are the reason why I give 2 star, the planar and relic were so bad that are unplayable, what kind un-need stat for? for it to be primary stat for each upgrade and farming and it become unbearable for what kind fun on that? That made me want to left the game. This is PVE why make it so bad?",2,2025-10-26 19:06:58
the game is becoming more difficult to play it heats a lot and materials are hard to obtain to much downloading,2,2025-10-26 18:00:06
loveeee hsr I'm a f2p and you guys are generous thank you,5,2025-10-26 17:31:13
"I loved this game, but the upcoming whaleification, with the treatment of cyrene is absolutely disgusting and a cash crab on loyal consumers. An event which is all about topping up 300 dollars???",1,2025-10-26 17:18:53
lack of alternatives to premium teams is starting to mess the game man. very few good free lc alternatives. no four star getting released. everything is 5 star and need investment cause they start releasing characters that is hard to work with at e0. really sad.,1,2025-10-26 17:12:51
FIX CYRENE'S KIT! YOU GREEDY COMPANY,1,2025-10-26 15:26:08
"I have been playing this game since release. It was pretty good back then but nowadays there are just way too much yapping without any interesting animations, just endless wooden characters talking, with average quality cutscenes few and far in between. Compared to Zenless Zone or Wuthering Waves, this feels like a low budget graphic novel game. Step up your game or lose another player soon Hoyo, otherwise more gachas are coming to take your place!",2,2025-10-26 15:25:07
I love the game it's a nice and has a lot of lore in it! it's truly amazing in my liking,5,2025-10-26 15:13:59
one of the best fantasy mobile turn based RPG I have played. along the year this is the only one I never uninstalled or stop checking in daily,5,2025-10-26 15:00:18
i think hoyoverse become a greedy company again,1,2025-10-26 14:44:39
"Initially a great game that listens to players feedback, but now is acting the same way as genshin, with the latest banner and events for cyrene, it shows how greedy the corporation is. Pls just go play smthg else.",1,2025-10-26 14:21:11
The greed this company displays is the type that was talked about in the Bible.,1,2025-10-26 14:13:16
300$ dollar bow skin for a character.,1,2025-10-26 14:03:35
"Hoyo can you make the boss enemy in the story harder? I liked it in the earlier version when we fought Cocolia, SAM, Aventurine, the black lizard thingy, etc etc. It would make the game more immersive by having to struggle to progress the story. Maybe we can add a difficulty feature like in ZZZ or other similar games. Yes, a difficulty feature would mean a lot for the community, lets make the fight harder",5,2025-10-26 13:02:59
"The recent performance of this game in the whole 3.0 version makes it a game I won't recommend anyone to come in 🤡 Hoyoverse is coming up with more and more 🤡 characters with more crazy damage, stronger and stronger pve power, and the boss' hitpoint has been multiplied for 10 times within a single version in 3.0 The reason is very simple: they want to sell characters and gain 🤑 that they'll never satisfy, they don't care about player's voice at all DO NOT TOP IN A SINGLE 💰 TO CAPITALISM",1,2025-10-26 12:19:03
Cyrene kit so bad I had to drop the game,1,2025-10-26 12:10:07
"hoyo. listen close and listen well, HSR had a great thing going on. you could've continued the quality you gave us with penacony going forward, but nah. powercreep, HP inflation, and God forbid, the absolute failure of you and your team with developing Cyrene. I know she will still sell, but she would've sold way, WAY, more if you didn't have that filthy greed running through your minds and ruining the hell out of her. the game still delivers with a good experience, but man y'all suck.",2,2025-10-26 11:42:34
Cyrene..... thats all,1,2025-10-26 11:05:19
I don't like the game decision of making it power creep happened so fast. the story writing is good tho but the story telling is kinda meh.,1,2025-10-26 09:39:35
"I used to love this game, but after soooo long, i realized the devs are becoming greedy, imagine for the most optimal gameplay of a recent character is Eidelon locked, and another example is Hyacine who performs SOO GOOD with her light cone, a cosmetics that is locked in 20k shards???? now thats too much if you think kinda wished it lasted by hoyo showed their true colors, probably gonna happen with ZZZ too",1,2025-10-26 09:14:46
"since 3.5 the story has been weird, there's so much I could say but I'm too lazy 🙄😒",1,2025-10-26 09:01:27
"This game quite literally embodies the greed one of the enemy factions parodies. Deliberately handicapping an upcoming popular character so you pull for copies of her, combined with her $300 weapon skin. Guess they decided that the climax of this story chapter was the best time to fleece their playerbase.",1,2025-10-26 07:56:55
"Used to be a fun game until 3.0, now you need money to get 4 star lightcones. they decided to add remembrance characters but they need 5 star supports and their signature lightcone to work you can't use 4 star lightcones because they are locked behind a battle pass!. and without these characters you can't complete end game content. the older characters are of no use except some of the supports. It's becoming disappointing after every patch.",1,2025-10-26 07:14:31
"$300 for a minimum fan service skin. No thank you, don't need that. the next QoL is pretty good. but this skin thing need the highlighted. don't give me the lost on the saber banner next time okay :v",1,2025-10-26 06:40:47
good game but it's takes a long time to download but still good (even though I didn't get to start yet 😔),5,2025-10-26 06:17:22
"I genuinely wish I could 0 star this. I love the lore and most of the characters, but HoYoverse have gotten way to greedy and it's become too clear with Cyrene, they want you to spend hundreds for a cosmetic, they power creep characters off a cliff so you can't even use your favourites, and I see no sign of this stopping soon if the playerbase don't stop spending money, but I doubt that will happen anytime soon, safe to say that if it continues like this I will be quitting",1,2025-10-26 04:55:41
"I can't believe you've butchered a character so bad into a waifu bait. Don't let me start with that god awful skin just so TB can become a self-insert lmao. Also I'm not blind as I saw from the 3.7 livestream that said character you're marketing is at E6, are you really that greedy and arrogant to think that everyone would eat up slop so bad??",1,2025-10-26 04:35:28
"Too much power creep, enemy hp inflation. Cyrene is just pure scam",1,2025-10-26 04:19:05
GIVE BETTER 5 STARS HSR CYRENE IS TRASHH (start review bombing apps like barbie life in the dreamhouse),1,2025-10-26 03:57:42
"Idk why they are trying to plan there own downfall. The amount of power creep game is generating it's crazy, feels like it's not a game anymore.",1,2025-10-26 02:09:48
"The game feels increasingly frustrating every patch seems to force players to pull for new characters just to keep up, while enemy HP inflation has gotten completely out of control. Despite having invested heavily in older characters, they no longer feel strong enough to handle endgame content. The events have become dry and uninspired, the rewards are noticeably decreasing, and the overall experience feels less rewarding with each update. ATP, I’m honestly considering deleting the game.",1,2025-10-26 01:41:51
Powercreep in this game is going brrrr. I playing some turn base game but hsr powercreep just going too much. Dev must pay attention for this otherwise this game will lose a lot of players,3,2025-10-26 01:36:10
"Devs don't listen and even silence complaints. pay to win game with no content, not f2p friendly.",1,2025-10-26 01:09:53
"Yeah better than genshin ,but my pulls",3,2025-10-26 00:40:35
Very disappointed with the latest livestream about 3.7 and cyrene overall. I was so excited about her and she ended up having a chunky kit where her E2 is a must and just nothing unique about it. Events barely as well... It seems 3.7 has only one? And I really hope they won't ruin the story in 3.7. Maybe the hsr developers need to stop getting to comfortable and actually listen to the fans and feedback.,1,2025-10-25 23:43:50
BEST GAME edit in 2025: NO ITS NOT,1,2025-10-25 22:53:04
For making Cyrene a Tier 6 character and for your greed,1,2025-10-25 22:14:14
"It's been fun so far, I love the story and the characters are great. Hp inflation is a massive problem, yes though I like this game for it's story and characters.",5,2025-10-25 22:13:55
Cyrene mid af they made her kit awful #FixCyrene,1,2025-10-25 22:11:08
"Honestly, this game has gone way overboard. It feels like the game is less about fun and skill, and more about who has the deepest pockets. It’s absurd that in order to make a character playable, you need to spend hundreds for it, instead of letting skill or time matter. This isn’t fun, it’s a money grab.",1,2025-10-25 21:50:59
Cyrene. Enough said. Fix her kit at E0.,1,2025-10-25 21:19:29
"too much power creep, not enough 4*, global passive locked behind paywall, hp inflation, used to be a great game, it's sad to see where it's going now",1,2025-10-25 20:26:28
"Yes, this game is fun... blah blah blah... but, it's too expensive and really p2w, which is hard for us f2p player, like do you think we have money for allat? No, like no. We have money, but we are not Elon Musk and Kardashians... After seeing the sneak peak of Cyrene's gameplay, I'm deeply disappointed of how she needs to be e2 or higher, her stacks are too long, you can even defeat enemy without using her ult because it was too long, which makes me want to skip her, but it's for phainon...",3,2025-10-25 20:15:26
Greediest game I ever played,1,2025-10-25 20:11:08
it was a good game. but now i cant even draw charachters to help actually progress the game. im stuck on kafka who im sick of looking at by this point. if it wasn't for the fact i genuinely liked this game I'd not even put any stars. 2 stars. take it or leave it. im not playing after today. no point.,2,2025-10-25 19:49:15
"Ever since version 3.0 onwards, the game has become a blatant cash grab with devs refusing to address players' feedback and concerns. To make matters worse, newly released characters often have their critical core mechanics gatekept behind their expensive eidolons and signature light cones. The current design philosophy the devs use where they deliberately create innate flaws to their Characters' kit and sell the ""fixes"" via eidolons and light cones is downright corporate greed at its finest...",1,2025-10-25 19:47:03
RIP Cyrene mains. We know why hoyos doing this. Even silencing beta testers for voicing their opinions.,1,2025-10-25 19:01:51
Extremely predatory when it comes to characters. The game is an active farm for parasocialism.,1,2025-10-25 18:44:58
look greedy at last stream,1,2025-10-25 18:22:40
"This is for ruining Cyrene Kit, The showcase yesterday live stream is E6 S1. It's the most greedy and insulting, disgusting showcase you ever did.",1,2025-10-25 17:37:42
"This why they switched to Kuro, because you devs don't listen to the players",1,2025-10-25 17:34:08
E6 lvl 12 skill as Demo for trailer;Kit Fix needed e2 and 300$ to get a recolor of a bow.HSR is becoming EVEN GREEDIER THAN Genshin.,1,2025-10-25 17:15:30
the power creep is too crazy,2,2025-10-25 17:05:02
"It's a good game, not perfect, but good. Very generous. Please make old characters relevant again.",5,2025-10-25 16:16:08
"The game is fun, the story is good. But the devs won't even bat an eye at the players' complaints. 3.7 will turn out to be the worst patch in the history of hoyo games if they don't address any of the complaints regarding Cyrene's underwhelming kit or the greediness of that spending event. Like, really? Jades don't count towards the spending event? What they did to Elysia is blasphemy, and for that they deserve nothing going forward.",1,2025-10-25 16:15:59
"i really love this game. the story writing is just beautiful, the rewards are good, and the fanservice is quite minimal. please give it a try!",5,2025-10-25 15:51:56
Your greed knows no bound.,1,2025-10-25 15:50:04
"I'm dissapointed — incredibly so. Even if the amphoreus story quest is one of the best story arcs in all of hoyoverse games, it doesn't excuse the greed you guys decided to implement. Seriously, I'm dissapointed. I'll play the game, but I'm still dissapointed at you",1,2025-10-25 15:42:35
$300 for bow skin yeah no screw that I'm done,1,2025-10-25 15:28:33
"Its becoming overwhelmingly clear with every passing update that the devs do not listen to players and only care about satisfying their overwhelming greed. Cyrene is the perfect example of this, a character who is incomplete without getting 3 copies, and anyone complaining about this fact is muted. Then a super expensive bow skin which only exists to scam people with unhealthy parasocial relationships with anime waifus. They ruined a beloved character for a quick buck. Never play a hoyo game.",1,2025-10-25 15:28:13
Hello Hoyoverse......I Enjoy HSR a lot It's a Very Fun Game..I enjoy Everything But Since 3.0 Update a lot of things are Changed...As the Updates are going...Players are Doing Trailblaze Mission which continues the Story....What Happened to the Companion Missions? Nowadays I only Explore Amphoreus and nothing at all...I just want to enjoy the Game...Just Add some More Companion Mission and Don't make me regret Using My Time Playing HSR...And Ignore the Review Bombing...BUT LISTEN TO ISSUES,3,2025-10-25 15:06:00
"I had really high hopes for this game, but I'm sorry to say I was disappointed. I absolutely LOVE the characters and lore and everything story based, but I can not get behind the game play. While it's visually appealing, all the ultimates take 7 years to play out and after using each one multiple times in a TURN BASED battle, it gets old quick.",5,2025-10-25 15:02:33
A weapon skin requiring you to buy ~$300usd worth of paid currency? Seriously? Shameless,1,2025-10-25 13:58:43
"September 28, 2025... Sunday 4:45pm... at the afternoon Honkai star rail... give me back my account.. and my pookie wookie dookie cookie blookie wookie a'ookie e'ookie c'dookie popeyes biscuit acheron main... okay..? Or else I'm gonna eat all of your characters... new..? old..? it doesn't matter... 🐺..",1,2025-10-25 13:39:59
"Cyrene is such a pay-to-win bullcrap character that they used her at eidolon level 6, which is you having to pull her 7 TIMES to get which is very very expensive, and her base kit is so bad they had to do that, this has NEVER happened before, and should NEVER happen again.",1,2025-10-25 13:39:04
"Using e6 on Livestream, a bad *300 dollar skin, unlimited top up event, copy-pasting an old character to a new game as a ""new"" character (THAT IS NOT CYRENE OF THE MOON SICKLE AND TAROT CARDS OF FATE, THAT IS JUST ELYSIA OF HI3 USING A BOW FROM NOWHERE) just to test the waters of how dumb we are, to the point of extending her banner until Dec 11 just to tempt people to get her e2 to ""fix"" her poor Ult ramp up, and her CH buffs are legit MID even at e6: CYRENE MERCHANTS, SHILLERS, WHERE U AT??",1,2025-10-25 13:27:22
They screwed up Cyrenes Kit.,1,2025-10-25 12:52:35
"The story is great, gameplay is nice but holy greed in these recent patches. Insane levels of powercreep and greedy practices to make players spend. I thought it wouldn't come to this again.",3,2025-10-25 12:47:56
This game became more greedy every update. Not to mention Elysia expy they made just for fricking bait characters instead of fixing her kit.,1,2025-10-25 12:27:44
"Honestly, this is my favorite HoYo game but honestly the game is just going downhill ever since they put the same Hi3 slop greed. Before, Star Rail's story was unique but ever since Hi3 writers came the story got better but with the price of greed. There is no new 4 star character since Moze's release and it's been one year of full 5 star characters back to back. It's like they have forgotten about the gacha aspect and everything is just premium 5 stars which is honestly so greedy.",3,2025-10-25 12:23:30
from one of the most generous to one of the most money predatory.,2,2025-10-25 12:18:06
The greed sickens me,1,2025-10-25 12:13:12
I have waited for cyrene to be the best character coming in the next patch but u guys did her kit dirty she is not even good for anything except you have to have her signature light cone and e2 that's the worst character for the f2p. I am dropping this game now I better should invest my time on better game!!,1,2025-10-25 12:00:02
"This game does not age well. Powercreep hurt the playing experience so much. F for Cyrene. Although the QoL updates keeps on coming, it won't matter if its core gameplay does not improve.",1,2025-10-25 11:53:44
"Imagine fumbling an overhyped character, FIX CYRENE BRO😭😭✌✌✌",1,2025-10-25 11:22:55
garbage game... at first it is good after playing for 3 years and there are no new mechanisms and only keep making new characters stronger and the old character we have now is useless and cant even compete with new characters overall the gameplay is good but because of the dev not giving it all on the old characters it is kinda sad because we cant use it,1,2025-10-25 11:02:02
"Why did you make Cyrene, a 5 star, like that? Being useable only in her E2 and then with the weapon going on? Please gice the CH some justice.",1,2025-10-25 10:53:59
I can't see anything in the hide and seek mission,1,2025-10-25 10:40:50
The current state of the game is a disrespect to day one f2p players who invested their time building these characters after somehow getting them from a terrible bs gacha system and equally bad if not worse relic farming.,1,2025-10-25 10:16:44
now why y'all did that making the new character so terrible and used E5 to cover up the fact y'all made her the worst at e0,1,2025-10-25 10:00:19
Nice game to kill some time rather then grinding open world. But not really f2p friendly.,1,2025-10-25 09:50:32
"Cyrene no hope, worst version ever existed.. Sorry..",1,2025-10-25 09:40:07
"The rates are so goddamn awful. Not a single 50/50 win in 5 patches, losing 7 times in a row is not fun. Games are supposed to be fun, well not only is the content boring and repetitive, the only aspect of the game that I would even be a little interested in, which is gacha, has awful rates and the way banners are set up is predatory af right now. At least genshin has a CR. It's just 5 stars and 5 stars each after the other, hey, I'm sure you're not low on money, chill down a bit?",1,2025-10-25 09:35:06
